gene_id	Sample_116498	Sample_116499	Sample_116500	Sample_116501	Sample_116502	Sample_116503	Sample_116504	Sample_116505	Sample_116506	Sample_116507	Sample_116508	Sample_116509
ENSMUSG00000035529	2837.99	2306.98	2312	1911	2001.94	2457.99	2642.99	2101.99	2113	1816.99	2282	1942.9
ENSMUSG00000035530	23177.76	17175.26	18605.66	16645.12	18948.94	24639.96	18375.63	16142.5	15106.87	16216.95	14341.62	11193.18
ENSMUSG00000035539	14	12	17	31	25	44	51	35	37	118	54	100
ENSMUSG00000035540	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000035545	11283.13	8402.73	9146.69	5073.31	6666.56	9230.32	8017.85	8326.55	8309.44	4216.02	7272.92	6330.64
ENSMUSG00000035547	74	59	71	84	50	71	398	1169	1037	75	181	300
ENSMUSG00000035551	2	0	0	0	0	4	0	0	0	0	0	0
ENSMUSG00000035557	3	0	4	37	6	6	5	3	6	14	6	19
ENSMUSG00000035559	1129	904	951	733	899	1090	986	664	813	1172	856	836
ENSMUSG00000035560	0	0	0	0	0	0	0	0	0	0	1.04	0
ENSMUSG00000035561	620	523	443	342	396	491	434	373	359	507	414	426
ENSMUSG00000035566	1	0	0	13	8	12	0	2	3	8	1	0
ENSMUSG00000035569	38975.6	33710.97	30783.54	22580.5	26260.03	34374.22	30493.13	25504.09	26848.98	17420.19	26075.7	22709.7
ENSMUSG00000035572	1873	1605	1541	1075	1457	1737	1546	1540	1441	1070	1295	1087
ENSMUSG00000035575	3252	2612	2839	2242	2608	3525	3710	2855	2971	3410	3540	2869
ENSMUSG00000035576	5	6	1	0	2	3	7	9	6	0	1	4
ENSMUSG00000035578	179.02	227.5	109.91	109.07	153.28	133.13	235.22	243.67	178.23	130.59	227.58	157.46
ENSMUSG00000035580	1	0	0	13	13	8	0	0	0	0	0	0
ENSMUSG00000035582	0	0	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000035585	827.28	723.98	830.98	592.99	803.24	962.05	757.87	578.83	704.71	763.18	833.95	617.69
ENSMUSG00000035592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035594	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000035595	354	255	328	267	270	420	309	230	249	342	250	181
ENSMUSG00000035596	4743.95	3442	3784	2471.9	2836.99	3536.83	3109.96	2459	2671	2542	2782	2419
ENSMUSG00000035597	2242.16	1873.23	1783.9	1076.96	1482.38	2107.31	1985.25	2529.35	1895.96	851.27	1902.72	1568.36
ENSMUSG00000035601	570	469	508	296	373	536	395	295	318	373	326	222
ENSMUSG00000035606	10	19	13	51	39	29	5	6	4	17	11	23
ENSMUSG00000035614	4480	3667	3475	2920	3617	4315	3481	3289	2896	2302	3057	2458
ENSMUSG00000035615	1	0	1	0	0	0	1	4	3	2	0	0
ENSMUSG00000035620	1710	1455	1464	971	1303	1498	1571	1492	1335	1014	1377	976
ENSMUSG00000035621	15554	12333	13382	9999	12239	15715	11407	7797	9159	7566	9105	8200
ENSMUSG00000035623	7567.95	6163.98	6295.5	4375.26	5354.44	6778.53	5112.99	4733.28	4496.42	3646.86	4350.16	3656.5
ENSMUSG00000035626	0	0	0	1	0	3	0	0	1	1	0	0
ENSMUSG00000035629	1581	1363	1507	1241.57	1496	1721.48	1522	1125	1307	1047	1259	1072.35
ENSMUSG00000035632	8811.52	6906.99	7041.44	5208.72	6438.78	8105.48	7623.31	6080.3	6689.83	5777.78	6972.36	6171.5
ENSMUSG00000035637	731	560	671	440	626	687	513	365	385	565	435	354
ENSMUSG00000035638	4	1	6	6	10	10	28	35.2	13	33	40	27
ENSMUSG00000035640	1745.28	1279.83	1338.08	1047.1	1370.87	1418.38	677.68	527.99	559.49	496.42	547.38	563.26
ENSMUSG00000035642	597	542	571	458	521	666	425	300	337	452	333	278
ENSMUSG00000035649	3740	3260	2748	1869	2457	3307	3261	3262	2707	2317	2539	2158
ENSMUSG00000035651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035666	3073	2430	2515	1791	2101	2796	2699	2288	2488	1685	2316	1950
ENSMUSG00000035671	2982	2218	2359	1579	2088	2396	1523	1120	1158	1105	1278	1315
ENSMUSG00000035673	7332	6936	5689	5160	5187	6528	6396	5311	5891	4074	5973	4602
ENSMUSG00000035674	3406	2569	2994	2554	2822	3772	3408	2278	2582	4155	3138	2653
ENSMUSG00000035678	73.6	72	91.52	119.66	113.65	169.27	138.04	80.89	97	132.63	217	177.1
ENSMUSG00000035681	6	8	3	15	2	1	0	1	0	1	0	0
ENSMUSG00000035683	113	122	114	122	160	188	1251	1276	1483	1739	1704	1551
ENSMUSG00000035686	10	5	1	1	6	3	1	0	2	2	3	1
ENSMUSG00000035692	713	513.82	477	522	549	708	1696	1631	1803	1505	714	435
ENSMUSG00000035694	0	0	0	3	1	2	0	0	0	0	0	1
ENSMUSG00000035696	10964	8669	9326	6219	7266	9325	7518	6818	6634	4767	5596	4913
ENSMUSG00000035697	82488	60137	68219	43219	55641	68725	55956	39188	42594	36153	41869	35608
ENSMUSG00000035699	32.23	28.35	24.1	27.1	18.93	25.11	34.03	33.9	28.26	6.38	13.57	17.4
ENSMUSG00000035704	492	403	403	369	445	535	1034	893	1039	969	1141	903
ENSMUSG00000035711	81	41	45	32	62	64	212	359	411	22	123	218
ENSMUSG00000035713	236	160	186	121	172	179	105	130	119	73	112	97
ENSMUSG00000035722	10403	8101	8350	5930	7454	8811	8613	7969	7859	5268	7104	6159
ENSMUSG00000035725	3695	3041	2898	2367	2681	3650	2719	2219	2178	1923	2297	1943
ENSMUSG00000035726	10137.07	8395.08	8714.44	6552.56	7952.23	9446.45	13804.14	12909.34	13341.27	11931.15	14167.86	12088.02
ENSMUSG00000035735	8	10	8	20	5	8	13	27	14	19	40	37
ENSMUSG00000035745	66.29	67.66	68.77	29.35	40.78	58.76	31.94	29.17	37.8	20.69	31.3	44.12
ENSMUSG00000035754	2449	1864	2117	1747	2133	2727	2690	2002	2160	2341	2628	2253
ENSMUSG00000035757	2256.93	1854.63	1812.22	1325.47	1782.06	2300.58	1456.55	1196.35	1359.35	1313.88	1135.1	969.06
ENSMUSG00000035759	166	128	112	77	122	110	154	126	125	92	141	68
ENSMUSG00000035762	611	483	484	253	358	494	468	498	414	258	412	423
ENSMUSG00000035764	1268	1087	1125	873	1015	1442	1527	1449	1521	930	1453	1254
ENSMUSG00000035765	2882	2471	2160	1842	2204	2568	2600	2622	2587	2280	2298	1919
ENSMUSG00000035769	26	24	31	22	27	21	63	72	76	66	131	120
ENSMUSG00000035770	3211.76	2690.09	2962.1	1843.3	2134.07	2736.14	2544.01	2404.24	2411.67	1782.65	2198.35	2057.07
ENSMUSG00000035772	1655	1237	1229	927	1203	1388	1596	1230	1286	1451	1553	1348
ENSMUSG00000035773	79	36	64	36	46	40	36	23	18	23	27	15
ENSMUSG00000035775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035776	962	789	877	740	883	1069	579	549	533	521	547	503
ENSMUSG00000035778	1515	1206	1357	1119	1274	1571	1381	1251	1173	1231	1520	1291
ENSMUSG00000035780	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035781	6351.16	5203.88	5223.64	4090.76	4834.85	5764.7	5075.64	4122.64	4396.32	4477.95	4068.21	3757.96
ENSMUSG00000035783	57	63	39	37	42	42	46	51	41	45	58	58
ENSMUSG00000035785	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035790	689	648	881	602	763	912	823	533	642	684	607	457
ENSMUSG00000035798	1917	1549	1579	903	1270	1726	1086	1075	1013	637	1011	825
ENSMUSG00000035799	0	0	0	1	0	2	0	2	0	8	7	0
ENSMUSG00000035804	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035818	4	2	1	3	1	3	3	4	3	1	1	6
ENSMUSG00000035824	3745	2953	3176	2274	2549	3340	1827	1376	1375	1816	1462	1350
ENSMUSG00000035828	1817	1280	1549	1181	1241	1525	1845	1342	1438	1349	1321	1169
ENSMUSG00000035829	7	6	4	10	10	1	30	29	52	22	38	33
ENSMUSG00000035831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035834	572	441	460	297	439	498	526	435	377	318	411	386
ENSMUSG00000035835	755.97	605.06	606.88	456.32	541.5	633.8	935.75	871.58	887.27	541.39	739.84	866.08
ENSMUSG00000035836	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035840	1245	1039	1261	794	1087	1590	924	937	786	637	740	589
ENSMUSG00000035842	1975	1558	1687	1070	1322	1633	2013	1614	1770	1347	1978	1756
ENSMUSG00000035845	1221	1009	1097	701	979	1175	873	653	787	774	688	615
ENSMUSG00000035847	3126	2549	2555	1965	2125	2528	1515	1229	1191	1340	1213	1218
ENSMUSG00000035849	62	45	42	36	41	42	34	34	37	35	42	43
ENSMUSG00000035851	6953.97	5500	5731.47	4292.95	4987.98	6789.61	6070.67	5879.98	4858.71	3417.42	4402.63	3801
ENSMUSG00000035852	2	2	1	0	0	2	0	0	0	0	3	0
ENSMUSG00000035860	4	0	3	1	1	15	1	2	0	0	0	0
ENSMUSG00000035861	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035863	215	151	164	115	210	169	247	529	634	156	396	612
ENSMUSG00000035864	0	0	0	0	0	2	4	1	3	0	1	2
ENSMUSG00000035868	345.95	281.55	307.3	216.27	275.22	319.54	242.28	236.89	167.41	165.96	202.77	184.2
ENSMUSG00000035873	14	19	4	38	17	8	12	8	12	18	31	24
ENSMUSG00000035875	47	38	36	16	10	30	27	27	36	24	31	40
ENSMUSG00000035877	5794.32	5558.43	4161.04	3172.59	3959.59	4753.85	4444.99	3734.25	3685.06	2200.74	3789.66	3021.14
ENSMUSG00000035878	107	90	73	58	47	74	41	28	32	31	30	46
ENSMUSG00000035885	6519	5173	5893	4915	5832	7511	8100	5637	6754	9500	7451	6530
ENSMUSG00000035890	2674	2071	2316	1521	2026	2472	3265	2555	3048	3041	3458	2912
ENSMUSG00000035891	3563	2773	2950	2001	2788	3574	2308	1782	2157	1804	2126	1882
ENSMUSG00000035896	0	0	0	0	0	0	0	2	0	1	0	0
ENSMUSG00000035898	1663	1364	1500	1137	1685	1829	1499	1509	1311	1344	1736	1387
ENSMUSG00000035900	16194	12920	13565	9776	10862	14322	15661	11244	11592	8961	11499	9929
ENSMUSG00000035901	2197	1762	1956	1744	1508	1757	2195	2488	2520	1416	2164	1951
ENSMUSG00000035910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035914	2	1	0	0	1	0	1	6	7	0	4	7
ENSMUSG00000035916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035919	1579	1463	1440	1131	1555	2079	1761	1517	1615	1702	1596	1179
ENSMUSG00000035923	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035929	15324.94	12187.99	13937.97	10506.94	12386.7	15917.8	17170.09	12238.5	13544.37	10317.1	13596.47	9734.95
ENSMUSG00000035930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035932	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000035933	4635.81	4265.42	3866.02	2979.75	3738.37	4628.22	3973.66	3612.54	3463.9	3813.52	3791.72	3269.9
ENSMUSG00000035934	1	1	0	1	1	1	14	16	30	4	1	1
ENSMUSG00000035936	242.56	176.67	231.58	161.61	150.87	201.52	122.93	139.92	137.94	141.89	105	108.46
ENSMUSG00000035941	6635	5254.86	5172.88	3038	3901.07	4782.41	5954.28	6257.22	5480.21	3685.59	3984.03	3214.36
ENSMUSG00000035944	2541	1926	2248	1364	1806	2036	1534	1102	1061	1244	1074	931
ENSMUSG00000035946	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000035948	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035949	4743	3842	3576	2665	3351	4227	3845	3800	3466	2925	3190	2713
ENSMUSG00000035951	22	30	21	12	5	7	9	8	8	4	3	4
ENSMUSG00000035953	2690.17	2079.01	2204.99	1607.44	1803.09	2283.21	1828.98	1765.47	1607.94	1094.59	1406.3	1149.7
ENSMUSG00000035954	301	316	246	293	302	365	221	275	215	161	188	205
ENSMUSG00000035958	922	694	856	646	768	961	988	935	906	933	928	885
ENSMUSG00000035960	1832.83	1394.99	1545.01	1175.56	1283.91	1666.79	2331.02	1695.53	1818.06	2461.41	2178.7	1803.3
ENSMUSG00000035963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035964	6	3	7	10	5	5	27	17	19	44	16	10
ENSMUSG00000035967	1048	775	858	487	714	949	1114	1599	1369	358	813	752
ENSMUSG00000035969	0	1	0	0	1	1	2	14	8	2	3	4
ENSMUSG00000035983	437.36	306.89	243.9	724.23	531.36	839.67	281.98	180.54	241.05	487.3	311.27	219.88
ENSMUSG00000035984	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000035992	2100	1788	1801	1075	1452	1765	1406	1535	1297	967	1065	935
ENSMUSG00000036002	421	370	455	440	450	650	1525	2412	2295	297	404	412
ENSMUSG00000036006	52441.91	42059.97	43193.98	25316.95	34066.98	43274.93	31435.99	23188	22348.95	23975	23276	19748.92
ENSMUSG00000036009	332.75	303.91	279.14	176.84	239.96	312.83	304.15	228.74	259.15	237.69	297.3	221.59
ENSMUSG00000036013	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036019	106	93	66	65	67	65	27	29	21	14	25	22
ENSMUSG00000036022	902	733	787	570	677	836	841	764	751	685	851	749
ENSMUSG00000036023	1544	1267	1326	927	1221	1566	1735	1560	1572	1669	1787	1456
ENSMUSG00000036026	896.99	668.78	687.32	389	479.76	658.26	752.33	608.25	655.62	292.57	513.7	433
ENSMUSG00000036027	0	2	0	5	0	4	4	5	3	1	3	0
ENSMUSG00000036030	0	1	0	1	0	0	3	1	1	0	2	0
ENSMUSG00000036036	5	1	1	0	3	1	3	1	0	0	4	0
ENSMUSG00000036040	26	36	17	20	23	31	12	11	6	11	7	36
ENSMUSG00000036045	0	0	1	0	0	3	3	0	1	1	1	1
ENSMUSG00000036046	2348	1628	1943	1297	1421	1769	1398	1297	1468	830	1244	1204
ENSMUSG00000036052	1747	1315	1390	818	1038	1316	968	596	714	644	705	627
ENSMUSG00000036053	52	61	41	42	33	47	84	171	148	32	68	62
ENSMUSG00000036054	4441.72	3646.46	3255.15	2294.55	2690.56	3835.28	4040.21	3684.11	3725.36	2125.63	3773.33	3350.11
ENSMUSG00000036057	3783	2879	3049	2453	2846	3722	2872	2310	2592	1871	2796	2324
ENSMUSG00000036061	966	733	876	397	625	727	453	357	440	320	508	462
ENSMUSG00000036062	0	0	0	2	1	6	6	7	3	1	3	0
ENSMUSG00000036067	184	144	128	123	133	173	100	117	154	62	148	143
ENSMUSG00000036073	1377.1	1133.31	1200.3	872.49	1047.12	1238.64	1145.04	807.14	946.41	876.05	824.6	808.96
ENSMUSG00000036078	1998.57	1521.89	1821.7	1351.51	1517.98	1999.36	1728.96	1184.95	1354.59	1616.95	1811.55	1455.43
ENSMUSG00000036083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036086	301.07	258	203.02	169	245.57	306.64	733.06	800.99	860.03	684.96	805.43	739.23
ENSMUSG00000036087	5764.9	4906.06	4942.9	3678.9	4471.87	5726.97	4366.92	3734.92	3487.32	3721.83	3993.77	3242.22
ENSMUSG00000036091	58	34	38	21.02	35	50.02	46.11	60	52	89	40	24
ENSMUSG00000036093	3644	3164	3480	3025	3649	3935	4680	4227	4107	4249	4339	3428
ENSMUSG00000036095	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036097	4608.5	3957.97	3920.99	2501.98	3060	4142.98	3385	3457.88	3208	2323	3223	2864.92
ENSMUSG00000036098	153	124	127	56	86	117	25	20	32	32	32	40
ENSMUSG00000036099	1346.72	1162	959.36	772	979	1054.49	744.54	879.17	867	536	758	683
ENSMUSG00000036103	3	4	0	2	1	1	4	3	0	3	1	6
ENSMUSG00000036104	6313	5165	5140	3783	4516	5573	4087	3655	3441	3210	3464	2950
ENSMUSG00000036106	6	7	14	9	16	17	65	84	113	99	242	239
ENSMUSG00000036109	1383	1280	1190	931	1187	1473	2375	2183	2169	2316	2284	2077
ENSMUSG00000036110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036111	3	5	0	5	3	7	31	31	63	17	27	47
ENSMUSG00000036112	4283.3	3380.69	3773.58	2689.66	3452.74	4351.03	7325.9	10561.16	9825.91	4957.64	5888.66	5590.18
ENSMUSG00000036114	1075	785	912	686	832	942	754	527	671	780	713	589
ENSMUSG00000036117	1	8	2	1	1	0	0	0	2	0	6	1
ENSMUSG00000036120	2404.29	1863.82	2083.83	1556.8	1892.81	2355.14	1484.38	1186.3	1070.3	998.98	1048.68	894.38
ENSMUSG00000036123	83	70	36	30	54	57	41	35	25	25	48	33
ENSMUSG00000036131	17	23	10	16	11	9	11	14	22	6	16	4
ENSMUSG00000036136	0	4	0	4	4	5	28	71	78	1	2	2
ENSMUSG00000036138	3424.63	2632	3132.97	2117	2727.45	3578.07	2568.6	1798	2118.95	2588.28	2300.42	1821.88
ENSMUSG00000036139	10	2	3	3	6	6	0	0	1	5	3	0
ENSMUSG00000036144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036151	20	9	22	20	10	25	14	12	9	8	11	24
ENSMUSG00000036155	5787	5103	4721	4173	4962	5915.8	4568.76	3951.8	4243.06	3086	4461.7	4451
ENSMUSG00000036158	573	455	549	290	422	547	210	180	129	134	168	169
ENSMUSG00000036160	3750	2798	3057	2117	2521	3372	2989	2032	2225	2291	2505	2076
ENSMUSG00000036162	0	2.69	1.31	1.81	0	0	0	0	0	0	1.15	0
ENSMUSG00000036167	2446	2010	2042	1697	1935	2497	2194	1859	1885	2169	2096	1968
ENSMUSG00000036168	58.08	52.04	65.12	55.05	48.04	69.06	66.13	93.26	55.1	40.06	37.05	57.18
ENSMUSG00000036169	56	46	27	732	23	22	93	80	52	80	47	39
ENSMUSG00000036172	93	60	70	22	48	53	21	25	21	11	13	6
ENSMUSG00000036180	13592	10699	11352	9263	9955	13051	14069	10681	11719	10878	12582	11004
ENSMUSG00000036181	37583.26	27011.19	30434	22148.94	32274.34	37128.78	60356.42	64036.09	75407.19	75197.23	55331.92	51797.58
ENSMUSG00000036185	6.25	2.13	3	4.35	0	7.26	8.56	18.02	6.92	3.66	7.87	8.44
ENSMUSG00000036186	336	282	261	239	225	291	188	136	164	181	264	263
ENSMUSG00000036188	2930	2501	2481	1792	2301	2886	1975	1534	1510	1671	1654	1392
ENSMUSG00000036192	0	0	0	4	0	0	3	1	0	0	0	2
ENSMUSG00000036196	45	31	28	12	23	33	8	29	18	12	14	23
ENSMUSG00000036197	2051	1808.73	1649.81	1370.78	1533.48	1844.8	1604.73	1449	1452	1031	1426	1592
ENSMUSG00000036198	0	0	0	4	0	0	1	0	0	0	0	0
ENSMUSG00000036199	4211.82	3143.96	3946.79	3384.55	4122.33	5021.05	4560.96	2995.89	3594.76	5665.97	4203.14	3939.7
ENSMUSG00000036202	6793	5855	5448	3853	4859	6444	8054	8138	7171	5663	7331	5614
ENSMUSG00000036206	99	56	63	70	70	110	50	66	67	48	61	69
ENSMUSG00000036208	1540.89	1378.55	1171.92	832.21	1012.85	1352.99	1200.66	1025.43	1026.91	881.04	964.32	839.15
ENSMUSG00000036211	6	3	0	2	1	2	16	35	36	38	34	46
ENSMUSG00000036214	162	116	108	95	127	114	104	96	82	100	80	79
ENSMUSG00000036216	5	5	0	5	3	7	6	3	0	0	6	17
ENSMUSG00000036218	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036223	31	12	13	22	38	30	379	499	486	555	494	486
ENSMUSG00000036225	924	775	642	567	683	831	541	452	498	546	568	500
ENSMUSG00000036231	5	3	3	4	5	1	6	5	0	5	0	7
ENSMUSG00000036241	6767	5322	5841	3672	5148	5913	5078	4704	4670	3870	3436	3090
ENSMUSG00000036242	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036246	10079	7870	8575	5725	7659	9663	9475	6915	7501	5828	7658	6399
ENSMUSG00000036249	1932	1488	1721	1457	1702	2085	2133	1745	1829	2115	1750	1161
ENSMUSG00000036251	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036256	15	17	14	48	49	42	40	59	77	150.09	126	57
ENSMUSG00000036257	2370	1945	1842	1255	1617	1845	1255	1499	1181	845	996	763
ENSMUSG00000036264	2	0	3	4	6	10	1	3	2	0	2	1
ENSMUSG00000036270	6147.16	4823.29	5185.4	4018	4824	6204	4999.12	3788	4224.22	3598.26	4542	3904
ENSMUSG00000036273	8	8	13	17	19	19	173	441	449	33	76	86
ENSMUSG00000036275	4103	3414	3929	3079	3788	4404	3780	3106	3361	3854	3478	3218
ENSMUSG00000036278	626	550	626	420	442	599	485	284	330	425	351	312
ENSMUSG00000036281	3271.61	2422.13	2516.95	1544.08	2167.68	2599	2488.97	1881.4	1895.47	1218.66	2097.79	1743.73
ENSMUSG00000036282	2318	1996	1971	1579	2070	2524	1614	1613	1358	1251	1447	1597
ENSMUSG00000036285	1941.59	1513.25	1762.2	1440.39	1578.26	2256	2577.31	1789	2090.34	2125.35	2288.93	1853
ENSMUSG00000036291	2742.93	2169.7	2180.28	1664.92	1966.78	2603.43	2050.6	1730.41	1651.36	1703.97	1704.9	1517.65
ENSMUSG00000036292	185	142	162	99	165	161	125	112	101	75	99	89
ENSMUSG00000036295	57	70	48	132	60	67	33	63	45	37	60	51
ENSMUSG00000036298	2	0	0	3	4	4	1	0	0	1	0	5
ENSMUSG00000036299	2308	1797	1984	1589	1991	2589	1807	1425	1465	1848	1545	1304
ENSMUSG00000036304	531	412	425	297	349	451	418	351	339	240	363	314
ENSMUSG00000036305	80.56	71.09	68.99	64.88	68.38	59.93	79.22	64.53	73.77	82.87	36.6	7.56
ENSMUSG00000036306	554	454	480	275	312	462	158	109	120	120	152	127
ENSMUSG00000036309	5998	4609	5317	4474	5973	7757	5027	4404	3895	5495	4565	3438
ENSMUSG00000036315	1229	1025	1131	905	1053	1316	950	608	705	1092	990	722
ENSMUSG00000036322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036323	7511	5934	6477	4749	6031	7002	7216	6439	6535	6655	6726	5363
ENSMUSG00000036327	939.96	700.96	734.96	574.64	605.97	641.97	739.96	572.99	656.98	595	655.98	523.89
ENSMUSG00000036330	26	18	11	12	10	44	14	20	16	7	17	23
ENSMUSG00000036333	10584.73	8862.77	8910.73	5914.46	7271.81	9850.65	7884.4	6786.93	6597.78	4909.98	6760.7	6272.92
ENSMUSG00000036334	5	2.03	0	2.22	0	4	6	10.21	9.33	3.13	6.54	6
ENSMUSG00000036339	2787.74	2516.29	2184.4	1610	1978	2315.22	2009.54	1989.28	1844.78	1552.1	1959	1609.65
ENSMUSG00000036352	1324	1092	1225	800	1095	1466	2567.98	4540.99	4416	1413	1446	1185
ENSMUSG00000036353	1	2	2	0	1	1	15	13	22	8	11	9
ENSMUSG00000036356	48	32	30	95	38	49	16	30	14	23	31	42
ENSMUSG00000036357	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036362	1	3	1	0	1	0	24	75	62	1	0	21
ENSMUSG00000036368	79	93	87	75	121	181	77	90	109	72	108	91
ENSMUSG00000036371	29274.5	24572.02	25518.39	21532.69	25121.83	32369.36	35542.49	28252.5	29814.09	35431.93	34068.51	28576.95
ENSMUSG00000036372	2010	1579	1799	1428	1815	2139	1922	1477	1714	2234	1852	1558
ENSMUSG00000036376	1564	1171	1090	1063	1189	1490	1255	972	1019	1064	1116	879
ENSMUSG00000036377	282.2	208.35	272.27	210	215.15	277.26	488.94	1444.02	1388.84	149.74	256.45	425.09
ENSMUSG00000036381	46	53	41	20	18	24	55	71	81	32	65	80
ENSMUSG00000036390	392.11	274.92	271.14	248.83	325.49	402.52	627.22	1078	1062.35	173.78	130.35	117.92
ENSMUSG00000036391	3793	3422	2937	2610	2628	3575	4994.81	4391	4186	2685	4235	3588
ENSMUSG00000036395	2	0	0	0	0	0	1	0	0	0	0	4
ENSMUSG00000036398	2490	1937	2219	1916	2272	3196	1812	1266	1549	2381	1855	1465
ENSMUSG00000036401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036402	359	336	278	183	292	361	251	308	353	204	302	435
ENSMUSG00000036403	1826	1470	1317	776	980	1332	1508	1582	1579	948	1348	1241
ENSMUSG00000036411	105	132.8	66.59	44	87.54	62.56	118	122.55	147.33	95.51	98	89.65
ENSMUSG00000036412	0	0	0	0	0	0	0	2	5	0	1	9
ENSMUSG00000036422	0	0	0	1.19	0	0	0	0	0	2	0	0
ENSMUSG00000036427	24884.07	20229.65	21771.62	19730.15	22524.38	26770.31	29932.9	21111.18	24897.82	29867.95	26677.25	22271.92
ENSMUSG00000036430	890	596	713	593	690	884	605	359	443	484	448	382
ENSMUSG00000036432	1146	858	942	1002	851	1314	1492	1158	1068	883	834	622
ENSMUSG00000036435	2261	1959	1951	1446	1713	2259	2288	2119	2041	1727	2087	1988
ENSMUSG00000036437	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000036438	5043.24	4057.66	4810.44	3779.75	4804.5	6435.11	6037.05	5580.16	5643.17	6373.24	5719.4	5808.49
ENSMUSG00000036442	1888	1471	1694	1183	1598	1735	1317	1092	1199	1316	1196	929
ENSMUSG00000036446	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000036449	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036450	5810	4564	4749	3340	3957	4947	3923	3116	3190	2447	3629	2804
ENSMUSG00000036452	4129.68	4080.9	3374.47	4498.52	4023.11	5052.28	5310.76	4526.06	4628.74	4351.81	5264.59	4262.23
ENSMUSG00000036459	0	1	0	0	0	0	0	2	7	4	2	6
ENSMUSG00000036461	24605.46	20131.5	21505.56	15651.26	19721.88	23857.39	19139.45	15672.6	14472.78	15867.34	14434.98	11625.72
ENSMUSG00000036463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036466	344	376	197	189	224	304	215	268	211	182	230	270
ENSMUSG00000036469	35	21	14	7	9	15	61	143	142	9	27	30
ENSMUSG00000036473	95	65	81	58	94	89	329	483	499	185	253	317
ENSMUSG00000036478	88680	68936.46	70239.31	47081.14	49579	62378.04	40942.07	34444.29	28824	27433.95	22834	17411.52
ENSMUSG00000036480	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000036492	61	47	41	34	47	65	18	16	8	23	21	35
ENSMUSG00000036499	1015	1047	740	1956	1206	1337	1485	1678	1541	1589	2453	2056
ENSMUSG00000036500	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036501	4482.52	3471.16	3586.12	2284.51	3089.14	4021.98	3533.14	3554.66	3112.14	1967.06	2761.33	2370.97
ENSMUSG00000036502	65	57	41.18	61.19	44	44.12	67	54.67	49	24	37	17.46
ENSMUSG00000036503	1286.06	1128.93	1089.67	974.94	1312.9	1759.66	902.54	963.35	779.01	1037.92	1030.24	1157.37
ENSMUSG00000036504	1171	917.51	1080.57	852	1040.62	1402.62	926.46	714.89	770	1220	862.8	822
ENSMUSG00000036510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036513	961.96	785.98	925.99	664	769	1065	924	635	668	862.99	724	509
ENSMUSG00000036521	0	0	0	0	0	0	0	0	0	0	0	0
